x,y
41616,252849
52388,277500
54201,271691
173402,266187
156466,59255
133586,381592
47013,277106
102457,190689
43720,249945
52388,277525
447651,187518
47192,280846
52388,277600
157760,245623
42400,273853
162482,289921
103076,174743
60492,204947
52388,277552
52388,277591
250785,253440
60350,252207
144013,306013
147677,264443
47078,282646
52388,277527
161241,327164
51248,293449
41723,155832
43720,250077
157443,382549
457285,252137
41955,192735
28538,303763
118847,331036
52388,277536
139368,392180
159177,367336
43720,250000
53424,310027
48116,285023
46013,192655
52388,277495
31145,344614
169037,239580
160135,277630
52388,277555
28538,303691
159835,379011
109681,217540
143374,356427
142555,413661
54201,271709
43720,250083
43720,249942
43720,250180
52388,277504
447758,337325
28538,303756
301068,452569
143479,305188
44320,304732
43720,250080
28538,303881
178391,253934
157212,361864
171739,267437
52388,277538
157323,196190
42293,286503
49672,280315
172613,328922
131296,424037
52334,314050
182177,241283
459738,341742
146819,275190
102906,234555
48704,364385
51103,254075
140956,410904
177228,265518
142049,230054
129380,220960
157865,247319
111893,212839
177523,277719
115794,409117
46728,289030
43720,250056
43720,249834
28538,303673
50170,366060
32230,290241
188520,303141
43720,249852
143388,250597
41261,230339
52388,277459
43720,249856
154529,351322
129380,212189
100493,327906
30102,250361
155690,308197
161231,311492
150034,334126
114960,321492
28538,304368
134212,227260
182036,265760
28538,303986
170823,217305
43720,249754
155299,364313
142185,404546
28538,303758
157777,305696
52388,277476
164181,406821
48696,257519
180613,214030
150861,366426
28538,303516
172013,314883
39207,357253
176415,70352
143278,411706
100736,391880
52388,277459
28538,303732
142920,250526
99735,382332
43720,249851
52388,277644
126720,425527
176837,187030
103471,360440
151992,349823
65598,327080
177930,284889
153701,367577
185814,195169
44126,352701
177963,286275
160867,194396
52760,269907
160678,296316
46152,314862
152102,353881
41611,241718
185479,284777
100449,318602
154818,361184
154389,308797
180861,260874
123303,346478
181088,283570
41744,216705
159611,331024
168858,318689
55579,329663
46626,340672
111213,248090
45816,392724
52327,232785
193625,353415
50117,325002
166645,305083
161149,275879
110152,283377
28538,304086
43720,250079
129069,247189
148143,335440
28538,303552
136751,391399
158339,307191
52301,268341
28538,303761
52388,277536
28538,303742
148534,366306
126464,218607
28538,303938
42078,244274
445329,229855
163463,291631
48317,315003
52388,277483
44795,223617
185846,422944
168978,329832
28538,303755
42104,207588
144347,273414
52388,277527
43720,250079
28538,303995
43720,249996
185913,377661
138390,304496
97776,293750
152577,374987
52760,269932
135399,216465
176157,235598
191766,279132
42707,315762
43720,250170
52760,269913
112837,294040
28538,303902
151705,253633
43720,249957
28538,303439
199112,283610
54201,271755
47127,318172
98847,337961
108376,159370
31323,245972
48415,269414
47095,291459
445329,229855
28538,303711
45366,108311
41188,234448
160786,329050
47826,252829
144185,346184
47798,306509
456062,227676
143042,164059
168922,368318
28538,303649
129380,190228
43720,250180
43214,227007
446769,174932
146052,376110
52815,267028
28538,303468
52760,269920
112373,383385
158848,362939
143657,293980
30959,260634
48890,307533
459636,277014
172452,307067
171755,256912
28538,303742
185255,236941
46313,354765
445329,229855
30790,215372
28538,303720
108614,136326
141982,412290
162610,277430
128414,316758
13168,343841
131924,395028
119277,230566
28538,303709
113494,223282
177318,261800
41926,203268
175248,409508
31843,273256
52760,269948
47246,225464
96403,325212
66364,402044
178720,285132
137951,243049
181529,230689
52760,269922
52388,277482
114558,318428
28538,303589
43720,249953
177130,299969
156033,388659
30515,291770
52388,277512
160996,290316
131915,158079
156250,298854
42039,278166
43720,249976
159609,287638
184451,290977
129093,247244
49909,417939
52301,268298
176392,261877
52388,277484
130538,393807
445329,229855
28538,303709
137682,300131
44879,303132
143785,411946
28538,303620
154388,326002
28538,303815
153858,408404
143611,396687
52301,268322
176279,248349
150949,328983
162812,366010
457001,274297
175381,223868
34230,215983
116790,316181
173956,368208
28538,303474
54201,271703
43720,250072
114461,347606
28538,303563
109331,191546
28538,303548
174078,227635
52388,277512
140619,307776
50729,406812
44793,203414
151449,253841
33047,256246
169071,348261
130234,152943
149260,382972
172962,312817
48370,360105
147910,376873
332629,239032
52301,268338
36644,206755
154478,374156
189218,352611
52388,277606
174234,213570
158200,387474
28538,303528
28538,303693
96387,299168
47909,276552
146467,243962
337072,332652
43720,249993
48253,332854
43720,249915
195394,374023
43720,249848
43720,250105
159638,336105
52388,277481
99400,322202
52760,269888
144732,268436
48809,330945
41700,227135
54104,288572
38910,216125
153135,361438
52388,277542
46893,235244
38853,229303
152758,350933
28538,303773
52760,269917
28538,303465
442985,229236
28538,303830
139668,233088
123843,217974
42476,237161
52760,270003
41168,291076
189417,351842
48528,262974
52388,277518
46226,321968
28538,303475
28538,304059
109638,164613
442985,229236
134231,368575
28538,303703
174855,260583
185462,294464
28538,303964
44473,291538
28538,303748
46319,320850
176084,419017
38241,215079
48093,290098
47808,279155
28538,303485
426904,248406
189013,354554
153769,397012
182081,291035
114837,320303
156009,245761
28538,303805
150419,377854
223816,321900
54104,288731
52388,277404
43462,257955
47474,291518
52388,277555
146394,294755
52301,268370
42679,254230
52388,277463
176047,263683
28538,303804
178335,249401
120665,123979
28538,303975
103144,319626
28538,303623
180300,331959
28538,303900
28538,303709
52760,269886
40759,204716
52388,277507
52388,277567
142030,240097
52388,277652
28538,304287
146425,356732
143434,302357
52388,277484
43720,249979
43720,250072
54104,288747
28538,303569
47909,320881
193335,406473
38634,207736
186133,41382
183831,203034
161616,329764
52760,269873
31157,242706
28538,303535
177262,271111
31840,221167
99549,358157
133789,340354
47794,310699
152495,337735
52388,277558
52388,277605
159460,317772
43720,249810
43720,249607
43720,250078
173825,393896
29538,291936
52388,277501
166192,314441
106528,361221
173716,348836
153481,266890
456050,227665
42457,273785
164633,323054
143583,272090
445329,229855
93097,410349
28538,303729
128344,364987
175720,253809
151610,326969
178364,249299
38512,170292
92585,360291
28538,303771
41573,200248
28538,303455
176730,332683
176460,321698
52388,277528
102562,314109
176080,253976
179806,210816
57829,87153
52388,277576
54201,271821
160762,359725
159504,227978
138274,229710
54873,275121
456934,253164
102868,185733
28538,303588
94335,390074
111554,271760
43720,250052
43843,302302
52388,277935
52388,277499
143042,381914
42166,172911
43720,249920
48270,229532
447892,265098
52760,269892
52760,269999
52388,277489
47589,275496
66205,403792
108056,345580
142174,306998
153274,454022
142553,375806
177917,299701
150002,371163
43720,249974
187903,360227
95414,323781
176981,242924
52388,277455
152388,333509
54104,288477
28538,303921
43720,249882
43720,249970
52388,277452
106273,258564
52388,277474
52388,277450
45536,353810
43720,249836
143012,419924
111686,312624
158810,246052
49396,366193
43720,249882
52760,269937
52760,269924
162251,351004
445329,229855
43763,390493
28538,303779
28538,303545
156014,386495
52388,277539
154389,190999
52388,277579
28538,303760
52388,277381
151108,417182
102761,438653
28538,303544
52388,277409
151824,347654
52760,269891
45817,251901
52388,277417
43720,249857
49808,289172
29188,297505
28538,303707
52388,277574
181977,349469
144513,311109
161947,178698
122684,172142
92835,362370
28538,303766
100379,373242
113157,245353
28538,304083
54201,271851
28538,303474
28538,303724
143312,373351
130411,422801
28538,303972
52388,277601
52388,277467
174181,253860
132521,178817
174203,213649
46865,302197
47789,296961
43720,249993
52388,277508
40559,192713
28538,303975
54104,288713
47950,319414
41792,276078
49091,315580
52301,268361
197662,265280
173545,348783
52388,277546
52388,277501
43720,249971
52388,277507
52388,277619
52388,277565
147446,389745
43720,249997
141513,248633
43720,249884
169347,294857
52760,270032
182938,211242
52760,269920
28538,303501
174516,179173
28538,304050
54201,271713
461452,281913
198678,272108
201065,371394
28538,303712
171524,283315
157847,310697
99397,343684
43720,249973
28538,303424
139645,230215
442985,229236
43720,250084
52388,277652
96328,247351
126534,218258
52388,277493
52388,277654
41662,149438
169162,313068
54391,268057
119863,452214
129789,180910
54201,271848
47988,297937
169401,381371
143042,285132
142339,421838
47504,322039
28538,303790
171455,242704
150104,353448
52388,277446
165394,285869
43720,250177
15742,61136
189667,360615
172532,204949
186836,353785
45908,292115
46315,323053
52388,277647
46616,257448
456154,215871
172929,205817
180466,212020
138133,242566
142510,420313
204074,284121
28538,303825
175461,227950
43720,249608
54201,271894
52301,268326
28538,303902
42305,185408
166302,361106
129701,193196
49243,336186
28538,303954
54201,271814
94304,401876
188204,357640
456914,201490
28538,304060
157600,417105
121587,286124
167169,269032
52388,277592
54842,339597
28538,303762
44109,298443
118111,224738
28538,303825
175794,198989
52815,267025
52388,277394
152222,388219
28538,303724
185785,282161
52388,277583
54201,271609
104622,221678
43720,250185
158334,352956
52388,277548
54201,271817
49983,228096
46882,263554
128360,327784
179791,227601
28538,304094
52388,277624
28538,303524
47079,288649
52388,277333
155912,359658
28538,303766
152808,371492
28538,303576
165910,302173
445329,229855
41929,203379
189447,355088
22622,248808
41709,150865
121718,282202
52388,277521
48319,368230
100233,249970
52301,268293
28538,303580
173422,247442
43720,249957
167782,345598
109630,224659
53116,215919
150785,363518
41819,197285
31206,332972
130769,394414
43720,249931
93618,388449
148973,299833
154528,364682
55879,241480
41981,220480
54201,271696
182092,359601
162628,262249
52388,277491
143538,290771
130853,394776
28538,303396
43720,249981
52388,277550
52388,277502
52388,277465
142814,365298
156162,363358
100146,373587
28538,303742
154528,364845
52388,277492
445329,229855
43720,249846
449130,320255
104034,320358
469393,285762
449284,262539
39407,298216
48148,248592
47848,284822
182456,158154
150530,350720
190427,404821
52388,277682
43720,249958
52388,277466
46531,255453
50742,369211
54201,271891
41518,216485
28538,304283
188522,348989
459898,295912
456049,227647
48629,312790
41762,255887
48662,351345
202099,97869
152372,338408
52815,267207
47744,302408
52388,277645
52388,277633
52388,277588
112337,368662
180710,222265
43720,249833
52388,277505
43720,250096
52388,277652
182637,349635
184792,180492
165312,287262
46827,269506
44298,230836
34207,203286
40201,252705
28538,303789
366955,267700
133936,373409
155685,219402
112446,282768
43720,249921
47424,242947
109999,383220
29214,262855
120727,409154
118294,477568
146181,260765
42151,223921
28538,303349
43720,250120
43720,249994
179804,215552
45716,248270
144440,372446
183749,350374
52760,269746
43720,249955
49788,319415
28538,304321
456968,274297
199538,236812
148528,378037
160038,303126
43720,249947
52815,267153
173523,251468
510785,516773
43444,219544
105334,410319
28538,303682
41983,209835
49757,265551
43720,250131
43720,250052
28538,303613
52815,267001
122021,370271
445329,229855
163425,336187
47013,277106
54104,292103
116191,405294
100630,328190
48253,332854
117436,235712
159604,391378
138903,224255
43720,249948
28538,303787
180277,230533
193247,268951
54104,288579
52388,277472
165298,293291
142220,223420
52388,277455
52388,277691
449379,283173
52760,269983
52388,277523
28538,303694
186659,218835
129511,155387
52388,277567
43720,249942
52388,277474
54201,271782
146550,262003
52388,277566
168802,394821
52388,277409
143056,399707
57032,318544
28538,303848
131213,393952
47246,225447
102731,294373
169392,328056
28538,303732
165419,316092
43720,249955
43720,249980
460922,288684
132872,267267
174542,266192
149604,270450
38725,189799
130449,152266
28538,304139
28538,303783
174395,246251
124869,380980
110085,406241
28538,303550
47776,275637
28538,304012
28538,303566
43720,250074
43720,250135
178374,284560
164322,385662
102858,220024
132826,279879
160458,329947
28538,303569
281608,445415
178590,248266
47894,280834
43720,249922
43720,250077
52388,277472
52388,277529
176439,252019
45716,248270
169339,207233
173100,149569
153740,353119
43720,249883
159579,388023
167966,412636
112185,184336
50111,327724
43720,249926
52760,269948
28538,304345
143970,360041
52327,232808
145156,289961
121913,280950
54410,318007
52388,277475
52388,277666
154586,346676
176876,345090
41777,264355
97027,298872
53438,337959
176220,265563
38337,170257
130608,477543
107315,291367
188828,303839
142799,418837
125202,314437
52388,277536
52760,269938
52388,277609
98791,361732
41882,281106
177769,262553
161606,402844
46710,250141
46379,243766
47744,302408
44169,238557
52388,277468
38010,152044
43720,249947
43720,250173
43720,250118
152076,324437
54398,373180
52760,269848
41429,212323
124522,258177
190303,356976
153140,333457
144077,282960
47798,306509
41811,177472
52760,269937
103457,320764
455420,243551
43720,250104
38060,152190
123731,329270
104054,190943
28538,303552
28538,303866
103039,325644
45289,193560
52760,270003
172555,405567
52388,277593
130170,226421
172384,265083
41730,238342
168848,309057
52760,269755
43720,249948
180458,225978
177787,307993
156006,430221
141810,297145
41553,215866
52388,277509
49010,308349
164385,254347
38384,217518
151372,349756
29538,292262
98832,296151
52388,277464
28538,303683
28538,303684
157823,305742
48096,300416
52458,336196
52388,277426
43041,232278
173168,228176
46055,303523
106477,375608
28538,303593
42447,233084
191235,400243
171113,160905
28538,303662
110419,286288
52388,277485
28538,303734
28538,303827
44427,202338
449374,257071
56131,215754
178615,399214
42168,215968
167347,350386
92030,356244
42115,177744
183618,227774
47988,297937
457186,267018
48502,299900
43720,249427
126494,214868
155761,411559
28538,303959
153952,393542
38573,219166
52301,268211
170930,278283
43720,250120
41664,286194
42036,244273
52388,277428
44556,247316
167799,161792
30279,274650
46302,307736
41999,215792
52388,277483
52388,277659
129929,307257
43720,249976
28538,304308
103624,327292
143373,425430
161825,275434
52388,277502
28538,303851
179092,335876
52388,277459
43720,249995
120665,124171
45505,311486
30402,189430
149235,391305
52815,267128
32097,249374
42160,191814
185135,270758
175977,224399
154274,345264
28538,303566
28538,303789
52388,277615
448061,263282
43041,232364
445329,229855
43720,250178
28538,303751
128027,191616
52388,277625
162782,308168
150572,328091
52388,277585
47848,284822
185877,284889
52388,277519
28538,303751
31509,305212
59133,200934
168335,294549
108986,195780
161191,309450
48626,371773
141982,421644
41647,260993
147001,287735
154268,417713
445329,229855
169526,345523
181647,296530
174980,260344
28538,303745
46500,215677
99367,462995
52760,269833
52760,269922
326211,275084
47167,277554
54201,271814
492483,288571
99230,130899
43720,250137
165185,267664
445329,229855
188254,355584
37775,235770
54201,271841
52760,269950
52388,277395
152505,343398
48058,319499
46057,273229
43720,249838
91706,329379
161241,310065
62573,152276
193629,405294
136226,220955
169079,301934
52760,269940
43720,250180
173330,281701
137390,451411
52760,269895
167582,290639
42306,280584
177340,265004
52388,277446
28538,303687
108295,182476
42005,207336
115403,286728
157527,352149
179830,282876
28538,303912
145166,277367
143923,319255
43720,249973
103586,369790
146151,333454
112715,382796
138182,298174
52388,277559
164058,256733
28538,303708
178603,228930
180446,265698
52760,269939
52760,269864
148455,287030
52388,277522
52388,277393
205594,495917
174329,191307
98286,302559
190002,402605
41855,239703
43720,249954
43720,249802
182854,396546
154528,364727
100424,373064
44774,219783
120665,124131
43720,250182
43720,250082
445329,229855
119038,279612
150703,384527
147602,284146
47192,280846
47897,375844
173316,258883
131708,394746
101415,369679
28538,303907
99397,343684
175038,260110
52388,277530
120784,283117
137015,342290
159593,291429
45862,266249
43720,250084
54201,271693
142073,404415
98297,355272
31975,346499
146786,258929
43720,250084
52388,277474
107103,212492
43720,250132
145891,331653
52760,269917
99096,362695
54201,271695
95711,245546
38008,154053
52388,277491
28538,303599
45779,250258
52388,277548
28538,303839
191436,331237
42704,296920
43951,262545
103268,370223
176731,233266
153859,391554
30786,242356
185310,238132
162073,384701
43720,249920
52388,277539
52388,277555
50186,268715
121502,369772
52388,277547
138122,324196
129826,394195
52388,277614
52760,269864
30617,272329
109146,269399
154006,222277
43557,312524
41661,154990
150082,240385
52388,277485
28538,303493
196913,416082
52388,277486
52388,277463
52760,269850
37018,282939
28538,303676
59876,194563
42140,207136
28538,303478
178642,254135
49147,282626
48754,278819
44795,223506
176876,345090
48380,331806
52838,194694
43720,249835
52388,277524
54873,275092
43720,249433
168066,290407
54201,271758
29901,189264
28538,303827
452644,252332
81044,192184
52388,277546
52388,277494
52760,269930
156883,382673
47909,276552
143264,394153
143122,288149
47827,296802
28538,303489
52388,277574
28538,303785
28538,303864
46894,275867
47085,330534
47183,227848
49384,285917
111361,232151
52388,277595
144070,376178
28538,303809
45945,360492
170487,206588
115750,316630
43720,249804
28538,304048
159442,208056
43720,250179
149306,292824
442985,229236
52388,277501
52760,269959
52388,277474
178330,255701
104487,264823
138274,229710
105075,205576
103890,360304
101322,375475
108680,257366
176439,199292
46467,271582
47901,227675
52388,277586
52760,269924
42186,200053
149154,327198
458121,251067
28470,213981
176883,260648
52388,277561
52388,277649
54201,271792
53990,160777
452866,303360
51169,347799
52388,277483
43041,232257
55140,294292
43720,250176
28538,303501
92664,359890
176250,261207
162482,289921
52815,267132
52815,267064
180838,258402
172673,327050
52388,277520
54201,271835
52388,277452
457779,215771
30383,157523
459259,288925
43720,250135
52388,277552
53981,228567
134596,222693
28538,303951
52388,277466
46894,275867
28538,303835
154774,321776
43720,250104
173056,333452
52388,277579
173687,290760
125035,339625
157761,357268
165318,244904
178448,350689
159040,324433
149045,342520
111202,386487
181773,201843
52760,269893
52760,269922
176816,220736
52815,267085
145274,347404
174714,384145
121660,288095
37636,219845
445329,229855
52760,269841
48419,364846
54201,271774
117176,382653
46658,250313
151709,221957
114351,199182
43720,249951
52388,277501
43720,249942
28538,303860
28538,303673
160976,302156
28538,303715
46313,354757
108529,202583
52388,277500
52388,277444
42587,279551
103610,231214
52760,269930
47536,290155
52388,277516
147737,247039
31917,261653
28538,303579
52388,277633
43720,249952
123148,290769
163878,234360
171614,393953
50513,307819
54623,246057
46456,291385
28538,303818
28538,303591
168384,330053
52388,277494
164277,386739
54201,271999
102033,336619
138730,242876
52388,277539
109647,293243
46616,257448
53457,323006
138091,213617
183219,277570
152827,406937
166477,418287
107711,221471
52388,277493
156294,357744
130869,393189
43720,249883
28538,303736
52760,269901
102606,181014
28538,303444
52388,277514
59133,201032
100572,376744
129380,211782
131853,298328
22304,137888
46888,318527
28538,303836
157037,275568
43720,249850
153271,384425
28538,303703
28538,303500
116394,318980
52388,277660
28538,303756
40524,160544
170656,382599
52760,269853
28538,303821
31593,270996
28538,303476
44655,336356
145171,358134
165417,285444
30634,147284
153919,346992
103632,366351
28538,303867
43720,249967
174837,264969
105472,300663
52388,277484
129380,214971
52388,277572
122511,367453
154573,417587
54201,271787
103328,359030
41830,235203
147773,307122
52388,277531
449249,333859
54201,271647
28538,303783
143833,217034
28538,303691
53044,287359
52388,277550
139645,230215
52388,277456
52760,269990
43720,249855
51411,358205
110386,268564
43720,249995
52760,269865
52388,277616
52388,277506
182289,275636
43720,249880
157227,386147
52655,209189
31270,346202
179772,242181
42142,275968
28538,303436
183254,343812
41782,198615
52815,267120
177342,186123
54201,271761
118580,229792
43720,249946
52388,277567
52388,277584
154528,364714
52301,268391
47967,348039
164292,274189
52388,277501
41663,242017
141108,423171
49587,358236
31779,215098
43128,179038
52388,277389
51178,221972
138710,204415
52760,269911
112215,387952
143499,363916
28538,303574
52388,277628
52760,269941
141822,311291
126197,217535
48131,367864
177810,142410
50094,281210
160135,266019
52760,270005
43720,249761
135617,412376
52388,277463
124437,367755
142314,416039
28538,303740
52388,277501
29291,291984
189093,360232
151394,297567
44749,203191
152532,143498
158858,334307
52388,277526
177894,226265
43720,249832
43720,250080
52388,277491
52388,277564
52301,268412
41029,193536
48726,279548
178615,298130
180554,170920
52760,269957
52875,281899
140627,308520
28538,303814
28896,158215
130597,394081
62573,152215
52388,277593
145050,246775
93706,371677
131440,393961
145420,358101
52388,277607
38499,303104
153072,273365
43720,250077
28538,303786
52388,277459
31716,216738
52388,277590
144641,267354
44298,231153
28538,303800
100514,284063
43720,249884
148669,266852
163172,338144
42567,265649
144808,270041
136021,158022
142449,306298
48963,296846
52388,277473
30925,246583
142924,364207
38572,141989
161185,290683
43720,249989
52388,277484
120461,286088
100973,382373
54201,271690
164382,336053
30706,243308
50013,295537
52271,353125
46313,354787
28538,303849
165394,285867
100296,373079
52388,277468
117926,400576
28538,303420
135703,224134
52388,277512
459783,260133
152193,295633
144185,398461
52388,277510
138903,229176
101869,366761
179332,393412
28538,303891
28538,303932
163452,325802
41601,212696
442985,229236
52388,277474
52760,269852
52388,277519
53971,159250
153876,388436
42182,258859
52388,277464
52388,277504
190445,360614
102756,346615
43720,249979
447649,297395
57419,114741
157422,329931
170832,196243
28538,303909
96726,295871
28538,303470
52388,277485
28538,303688
43720,249993
52388,277455
28538,303896
144931,310582
46958,212143
139266,316600
28538,303921
28538,303704
138710,204950
154014,413542
445329,229855
54201,271668
99475,384974
52388,277447
109257,293562
164509,246219
160366,336369
119732,228672
120298,228482
48864,411199
187492,161311
28538,303680
53874,336818
52388,277567
43720,250078
29649,190634
173405,366159
52760,269918
143111,340494
160838,358609
41662,198727
28538,303678
28538,303712
39674,232426
134047,224397
41892,240062
136188,269768
139792,295976
445329,229855
150263,406420
130188,299793
178221,252697
42128,196925
43165,139165
115392,378543
175418,258760
28538,303786
28538,303785
158356,381257
181857,197988
46984,235234
173467,241843
47098,320405
172615,248315
150001,345850
43720,250050
145669,280578
28538,303868
138710,204404
52388,277540
52388,277609
41283,208554
222114,261199
52388,277477
54201,271671
42310,212409
40843,176152
42669,330722
55732,333313
143001,413839
174380,300346
28538,303782
52388,277488
130647,155836
100968,363686
52388,277596
95548,315740
28538,303784
28538,303460
52388,277528
49556,318116
43720,250179
31533,312762
28538,303992
29291,291762
166541,362076
119195,224208
52388,277458
165051,374230
28538,303752
140215,219139
177157,272455
28538,303827
43720,249607
48780,320354
43720,250099
28538,303443
47453,290487
43720,249804
43720,249754
159610,282021
144723,270112
46851,318207
54508,346876
168848,309057
43720,249604
131128,393770
43720,249928
43720,250180
28538,303613
172606,266977
43720,249831
28538,303939
52760,269984
41759,216309
170959,351949
147202,284675
104485,297726
28538,303786
52388,277596
52760,269927
28538,303842
41801,270444
178674,293075
52388,277493
28538,303896
43720,249850
43720,249975
52388,277500
154528,364724
41889,276984
47579,237719
52388,277640
107054,284614
28538,303790
52388,277500
28538,303641
126197,217535
28538,303702
141372,292627
52388,277489
52388,277650
52388,277556
37803,187184
28538,303967
142684,426385
165520,345481
43720,249758
40612,214388
69094,324189
28538,303875
52388,277508
101126,330427
52388,277409
163729,363749
42727,239437
166842,291449
445329,229855
52388,277406
179432,343326
121224,287011
107959,222806
28538,303471
106754,343429
104819,247088
48293,275802
45275,243365
28538,303939
144505,301421
43720,249919
142256,293576
28538,303504
43720,250132
28538,303737
183751,253404
59876,194514
48726,279548
48104,293203
175062,262411
54201,271892
52388,277550
168488,335312
445329,229855
43720,249431
138296,208882
143327,337888
180228,233372
177915,276546
43720,250079
69094,323899
115656,406769
38620,269371
167677,216024
52388,277437
43720,249878
43720,249848
28538,303694
52388,277605
31031,248288
142102,251910
52760,269857
52388,277502
42049,201270
174004,320054
52388,277443
143080,373360
28538,303700
140050,236062
143332,276671
174726,246534
52388,277536
52388,277521
52388,277546
52388,277599
47507,315758
173358,294361
173823,261446
46313,354782
54201,271817
161268,308033
146903,357005
173667,262654
28538,303632
118368,228475
52815,266966
52388,277540
182721,252892
52388,277490
183677,119248
45549,322680
119183,201283
460198,342256
52388,277573
52388,277561
52388,277459
172796,224360
42190,179667
176652,258441
150430,332505
28538,303530
445329,229855
177437,276508
153095,384429
461222,263743
155625,331484
164040,366297
114418,318885
162238,241584
179492,307357
57333,281014
41792,239313
59133,200968
54201,271680
40758,173312
44848,253601
52815,267138
100129,413102
111118,171066
28538,303531
49226,356318
47981,331054
121575,369280
179279,267967
46651,310861
43720,249830
52388,277537
143296,256553
52388,277524
52388,277442
160893,295580
143662,413352
98668,338364
168311,246481
171824,322450
50952,281656
44318,389845
156790,356800
47510,242146
52388,277534
52388,277483
187086,294550
79840,313833
52388,277575
126934,216906
52760,269950
131013,394327
28538,303969
43720,249943
122099,373312
183721,242316
142684,426461
52760,269849
43720,249994
52388,277585
54201,271776
155766,334512
158263,242480
52760,269864
134144,231449
43720,249930
183733,384002
43720,249970
43720,249956
113341,384655
52388,277545
141237,349268
461508,343585
180813,284955
142708,352326
104425,262100
473747,371255
43720,250105
52760,269931
28538,303491
120665,124043
46754,338021
52388,277531
148035,286983
148510,270882
52388,277677
47315,313686
108240,202904
52388,277482
455643,281816
29291,291588
42315,272360
180744,354165
154358,360167
186140,443281
48096,274557
28069,111471
70069,384371
52388,277572
149513,280139
172931,258352
52301,268358
136743,336826
43041,232201
38807,260452
179980,415602
28538,303683
161117,349542
52388,277514
145639,277193
28538,303802
49723,273141
121173,287866
52388,277429
170393,311042
28538,303932
28538,303685
52388,277546
169058,345577
52388,277453
195282,420735
142790,414575
52388,277587
179671,192973
54201,271720
150167,348129
43720,250106
173092,346358
445329,229855
156494,419175
39009,193899
174847,280063
52388,277472
155607,307800
167710,313897
180131,212020
105280,294420
48151,276095
138073,303752
141884,271314
39701,296339
29333,173753
28538,303846
47670,193365
186244,328682
185805,240303
133847,375221
51965,306870
59876,194509
43720,249853
48970,318618
103984,365066
47526,298943
44958,313602
43720,250180
142705,414280
177661,251458
183746,278844
98326,301098
52760,270032
43720,249983
52388,277457
142310,275160
52760,269857
150233,226625
28538,303496
52760,269987
48151,272589
125385,330077
157745,388908
180515,258008
114623,221637
48106,281028
52388,277487
104452,362460
138068,139808
112405,185915
52388,277530
119546,282742
28538,303973
176792,276791
42097,218057
175016,248406
163708,250000
41765,279732
182804,249876
143302,358259
54104,288617
129380,214544
43720,249963
52388,277505
122860,286056
28538,303503
164058,268956
370792,346956
28538,303703
28538,304307
28538,303950
52388,277513
129912,262276
52388,277462
47848,284822
179189,348482
28538,303529
173771,192910
142909,412459
28538,303557
131431,394586
161229,216735
52388,277501
162773,360361
141896,425330
130906,394758
153076,273417
28538,303803
95525,236980
41143,240064
182959,306318
138162,233112
138263,325295
47593,290953
28538,303586
131714,343682
129380,177562
28538,303696
111287,206315
28538,303670
197073,274844
48296,317940
151909,364963
50478,317387
28538,303792
137606,244364
135921,333323
100424,374022
176848,209808
28538,303843
130733,248045
175474,258539
128381,346216
46593,433697
94455,381980
182164,278373
151823,359190
54324,325004
52628,269208
43720,249831
189953,360757
174221,179397
107241,310709
104220,361219
28538,303883
52388,277583
51809,233396
28538,303798
43720,249424
162394,360836
28538,303651
43720,250050
42021,285854
175025,263859
52815,267296
120984,288296
183386,316572
174875,291224
358539,246349
28538,303922
28538,303752
43720,250083
459288,340234
28538,303755
52760,269939
52077,186824
54201,271774
124925,151208
43720,249831
192604,262919
150812,392963
154652,428672
132127,290061
43720,250084
448962,261372
46089,304034
39357,245532
152084,317869
28538,303724
52760,269937
30887,230807
143602,408552
455622,302215
189564,360250
143201,365309
110348,227712
43720,249835
52760,269865
52815,267105
51012,285626
175229,258478
28538,303780
28538,303547
52760,269929
173206,258989
149720,248346
132991,378975
52388,277642
49940,238961
38275,168087
45118,350271
43720,250057
41675,251125
52388,277487
52388,277531
46587,228805
28538,303952
43720,249946
111551,382318
52301,268357
178896,215888
28538,303811
52815,267027
47674,251751
54104,288607
28538,303857
43720,250179
154528,364789
42313,280668
43402,309483
42217,66641
28538,303711
132214,394077
194056,428412
42860,287177
47270,345350
28538,303532
46361,179375
169917,237659
91325,343754
52760,269914
151775,368657
447438,260370
43720,249607
154592,428660
43720,249929
182001,287985
54201,271727
47845,295813
135175,351377
174897,338151
150035,387147
52388,277515
54201,271826
164011,240262
43720,250077
163771,321530
153162,237077
42110,249447
142986,306471
41987,292555
445329,229855
98405,366872
384498,173034
49397,309117
43720,249999
52760,269908
41980,283276
43720,250177
43720,249946
138489,222404
59876,194505
155919,376062
52388,277541
193151,407888
175773,256145
54104,288806
144962,275091
28538,303530
46094,302476
28538,303839
143918,358408
28538,303570
162517,344194
28538,303891
138395,220575
54201,271807
52388,277597
52760,269886
205421,487354
54104,288448
449118,95418
45658,315886
31586,275754
54104,288664
153161,386790
164719,375045
28538,303809
52760,270018
187382,431662
30818,291683
43720,250133
28538,303661
450527,243368
131848,395415
46127,296232
29581,269893
178572,290965
126863,256206
52388,277476
52388,277533
28774,211635
52388,277591
188363,411476
142757,358159
46543,307034
28538,303778
28538,303858
28538,303735
197181,517090
30806,278707
31478,273615
161695,238530
181272,292208
41740,162702
28538,303854
144939,277092
28538,303676
54201,271876
191519,323929
126300,221926
141719,246214
147308,443434
52388,277673
52815,267326
